Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
0,Bachelor,ML Engineer,Geneva,Switzerland,18200,218400
11,PhD,Data Scientist,Amsterdam,Netherlands,23539,282474
8,Bachelor,Data Analyst,Stockholm,Sweden,10199,122392
1,Master,Cloud Engineer,Dubai,UAE,13177,158129
0,PhD,Cloud Engineer,Zurich,Switzerland,22500,270000
9,PhD,Data Scientist,Hamburg,Germany,16652,199825
9,Master,ML Engineer,Kuala Lumpur,Malaysia,9948,119380
2,PhD,Cybersecurity,Perth,Australia,14094,169135
10,PhD,Cloud Engineer,Birmingham,UK,13450,161400
6,PhD,Cybersecurity,Dublin,Ireland,15845,190144
4,PhD,Cloud Engineer,Paris,France,15256,183074
4,PhD,Software Engineer,Sydney,Australia,16878,202540
4,Bachelor,ML Engineer,Dublin,Ireland,14600,175208
2,Master,Cybersecurity,London,UK,10819,129833
9,PhD,Data Analyst,Dublin,Ireland,17037,204454
11,Master,Data Scientist,Hamburg,Germany,18811,225737
5,PhD,Cybersecurity,Perth,Australia,17304,207648
4,Bachelor,Data Analyst,Geneva,Switzerland,13710,164524
4,Bachelor,Data Scientist,Paris,France,11370,136448
3,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,4894,58734
6,PhD,Data Scientist,Luxembourg,Luxembourg,23919,287028
12,PhD,Software Engineer,Mumbai,India,7190,86284
5,Bachelor,Cybersecurity,Chicago,USA,17177,206125
9,PhD,Cybersecurity,Barcelona,Spain,12164,145972
3,Bachelor,Cloud Engineer,Madrid,Spain,7897,94766
6,Master,Software Engineer,Melbourne,Australia,15746,188958
9,Master,ML Engineer,Luxembourg,Luxembourg,21909,262908
4,Bachelor,Cybersecurity,Dublin,Ireland,13955,167464
6,Master,ML Engineer,Singapore,Singapore,19008,228100
11,Master,Software Engineer,Bangalore,India,8633,103600
9,Master,ML Engineer,Barcelona,Spain,9642,115707
4,Master,Cybersecurity,Frankfurt,Germany,12616,151399
9,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17724,212691
8,Master,Software Engineer,Hamburg,Germany,13043,156516
10,Bachelor,Cybersecurity,Dublin,Ireland,14807,177690
0,Bachelor,Data Analyst,Toronto,Canada,8100,97200
2,PhD,ML Engineer,Edinburgh,UK,9954,119452
11,Bachelor,Cloud Engineer,Zurich,Switzerland,21645,259749
0,PhD,Data Scientist,Montreal,Canada,11880,142560
5,Master,Data Scientist,Paris,France,13923,167079
6,Master,ML Engineer,Dublin,Ireland,18822,225871
7,PhD,Cloud Engineer,Frankfurt,Germany,16587,199045
11,PhD,Software Engineer,Kuala Lumpur,Malaysia,13707,164485
6,Bachelor,Data Scientist,Austin,USA,17843,214116
2,Master,Cybersecurity,Barcelona,Spain,8117,97407
8,PhD,Data Scientist,Barcelona,Spain,13036,156441
0,Master,Data Scientist,Birmingham,UK,7150,85800
4,Master,Cloud Engineer,Geneva,Switzerland,22217,266609
5,Master,Cybersecurity,Frankfurt,Germany,13472,161667
8,PhD,Data Scientist,Amsterdam,Netherlands,16360,196329
1,Master,Data Scientist,Barcelona,Spain,7259,87111
3,PhD,Software Engineer,Delhi,India,5363,64366
2,PhD,ML Engineer,Chicago,USA,18994,227928
5,Bachelor,ML Engineer,New York,USA,22355,268265
9,Master,Cybersecurity,Stockholm,Sweden,16323,195881
9,Master,Cloud Engineer,Toronto,Canada,20540,246480
11,Master,Data Scientist,Frankfurt,Germany,16862,202345
10,Master,Software Engineer,Brisbane,Australia,19796,237556
0,PhD,Cloud Engineer,Madrid,Spain,6875,82500
7,PhD,ML Engineer,Singapore,Singapore,20871,250454
8,Bachelor,Data Analyst,Luxembourg,Luxembourg,15066,180800
2,PhD,Cybersecurity,New York,USA,22073,264885
5,Bachelor,Cybersecurity,Dublin,Ireland,14707,176490
12,Bachelor,Software Engineer,Luxembourg,Luxembourg,23050,276608
0,PhD,Cybersecurity,Osaka,Japan,10800,129600
4,PhD,Software Engineer,Chicago,USA,16786,201432
6,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,6202,74430
0,PhD,Software Engineer,San Francisco,USA,19800,237600
12,Master,ML Engineer,Sydney,Australia,22487,269852
6,PhD,Cybersecurity,Dublin,Ireland,15906,190872
0,Bachelor,Software Engineer,Birmingham,UK,5958,71500
11,Bachelor,Software Engineer,Geneva,Switzerland,18543,222519
2,Bachelor,Cloud Engineer,Barcelona,Spain,7086,85038
12,Bachelor,ML Engineer,Kuala Lumpur,Malaysia,8963,107556
11,Master,Cybersecurity,Hamburg,Germany,17244,206934
4,Bachelor,Software Engineer,Dubai,UAE,13329,159958
0,PhD,Cybersecurity,Brisbane,Australia,13200,158400
12,Bachelor,Cloud Engineer,Dublin,Ireland,16625,199506
5,PhD,ML Engineer,Kuala Lumpur,Malaysia,6349,76194
3,Bachelor,ML Engineer,Stockholm,Sweden,11656,139878
4,PhD,ML Engineer,New York,USA,23460,281524
5,Bachelor,Cybersecurity,Edinburgh,UK,11065,132785
2,Bachelor,ML Engineer,San Francisco,USA,20162,241954
1,Bachelor,Data Analyst,Abu Dhabi,UAE,8447,101373
11,Bachelor,Software Engineer,Madrid,Spain,9715,116589
10,Bachelor,Cloud Engineer,Montreal,Canada,17611,211340
8,Master,Software Engineer,Montreal,Canada,13527,162329
5,PhD,Data Analyst,Dublin,Ireland,12456,149478
9,Bachelor,Software Engineer,Edinburgh,UK,10411,124937
2,Master,ML Engineer,Abu Dhabi,UAE,13767,165211
10,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17978,215740
7,Bachelor,Software Engineer,Luxembourg,Luxembourg,16086,193032
2,Bachelor,Cybersecurity,Rotterdam,Netherlands,11831,141974
0,Bachelor,Software Engineer,Chennai,India,1833,22000
3,PhD,Cloud Engineer,Singapore,Singapore,19511,234139
7,Bachelor,Cloud Engineer,Berlin,Germany,13416,160995
0,PhD,Data Analyst,Geneva,Switzerland,15120,181440
2,Bachelor,Cloud Engineer,Lyon,France,8944,107336
6,Master,Data Scientist,Rotterdam,Netherlands,16474,197689
9,PhD,Data Scientist,Amsterdam,Netherlands,20956,251481
5,PhD,Software Engineer,Brisbane,Australia,13875,166500
7,Master,Data Analyst,Kuala Lumpur,Malaysia,5187,62253
12,PhD,ML Engineer,Montreal,Canada,24404,292852
0,Master,Cybersecurity,Dublin,Ireland,12870,154440
2,Master,Cloud Engineer,Brisbane,Australia,14333,172002
1,Master,Data Scientist,Dublin,Ireland,13734,164811
3,PhD,Cybersecurity,Osaka,Japan,12134,145612
11,Master,ML Engineer,Dublin,Ireland,18319,219836
8,Bachelor,Cybersecurity,Barcelona,Spain,8026,96320
10,PhD,Data Analyst,Abu Dhabi,UAE,12485,149820
1,Bachelor,Data Scientist,Hamburg,Germany,9508,114100
9,Bachelor,Data Scientist,Lyon,France,13907,166884
1,Master,Data Scientist,Lyon,France,8970,107643
8,Bachelor,Cloud Engineer,Tokyo,Japan,13196,158363
5,Master,Software Engineer,Pune,India,5600,67204
11,Master,Cybersecurity,Mumbai,India,5720,68645
3,Master,Cloud Engineer,Amsterdam,Netherlands,14596,175159
11,Bachelor,Cloud Engineer,Hyderabad,India,5594,67133
7,Master,Software Engineer,Dubai,UAE,17060,204722
12,Master,Data Analyst,Zurich,Switzerland,21909,262917
12,PhD,Cloud Engineer,Luxembourg,Luxembourg,27591,331094
6,Bachelor,Cybersecurity,Singapore,Singapore,18137,217650
5,Master,ML Engineer,Brisbane,Australia,16681,200183
2,Master,Cybersecurity,Geneva,Switzerland,20262,243146
6,Master,Data Analyst,Rotterdam,Netherlands,12255,147061
8,Master,Cloud Engineer,Paris,France,16742,200910
2,PhD,Data Scientist,Pune,India,3453,41438
9,PhD,Data Scientist,Luxembourg,Luxembourg,25640,307684
5,Bachelor,ML Engineer,Birmingham,UK,10063,120760
8,Bachelor,Cloud Engineer,Birmingham,UK,11439,137274
1,Bachelor,Data Scientist,Toronto,Canada,11327,135931
9,Bachelor,Data Analyst,Paris,France,12540,150489
2,Bachelor,Data Scientist,Munich,Germany,11323,135878
7,Master,Cybersecurity,Hamburg,Germany,14075,168905
4,Bachelor,Cloud Engineer,Hyderabad,India,3531,42380
10,Master,ML Engineer,Tokyo,Japan,20187,242253
8,Master,Data Scientist,Osaka,Japan,13205,158470
0,Master,Cloud Engineer,Montreal,Canada,11343,136125
0,Bachelor,Cybersecurity,Stockholm,Sweden,9600,115200
6,Master,Cybersecurity,Montreal,Canada,13190,158287
9,PhD,ML Engineer,Paris,France,15449,185397
7,Master,ML Engineer,Edinburgh,UK,12577,150932
7,PhD,Cloud Engineer,Tokyo,Japan,16517,198212
6,Master,Data Analyst,Delhi,India,7230,86763
5,PhD,Data Scientist,Abu Dhabi,UAE,13824,165894
10,PhD,Data Scientist,Austin,USA,21160,253920
12,PhD,Cybersecurity,Singapore,Singapore,26926,323121
4,PhD,Cybersecurity,Stockholm,Sweden,13157,157891
10,PhD,Cybersecurity,Edinburgh,UK,12801,153612
0,Bachelor,Software Engineer,Birmingham,UK,5958,71500
11,Bachelor,Software Engineer,Birmingham,UK,13093,157124
1,Master,Cybersecurity,Singapore,Singapore,15221,182663
7,Master,Data Analyst,Stockholm,Sweden,11920,143041
12,Bachelor,Data Scientist,Osaka,Japan,16300,195600
11,PhD,Cloud Engineer,Osaka,Japan,20647,247767
5,Bachelor,Data Analyst,Berlin,Germany,10113,121365
10,Bachelor,ML Engineer,Sydney,Australia,18444,221330
6,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17761,213138
0,Bachelor,Data Scientist,Melbourne,Australia,12000,144000
4,Master,Cybersecurity,Rotterdam,Netherlands,14211,170539
7,Bachelor,Cloud Engineer,Singapore,Singapore,17638,211659
9,PhD,Software Engineer,Dubai,UAE,19101,229214
4,Bachelor,Data Scientist,Barcelona,Spain,7525,90304
7,PhD,Cloud Engineer,Geneva,Switzerland,23644,283735
11,PhD,Cybersecurity,Mumbai,India,13684,164210
4,PhD,Software Engineer,Dublin,Ireland,15128,181536
10,PhD,ML Engineer,Zurich,Switzerland,33145,397740
2,Bachelor,ML Engineer,Dublin,Ireland,13773,165282
9,PhD,Software Engineer,Barcelona,Spain,14062,168753
3,Bachelor,Data Scientist,Stockholm,Sweden,11392,136704
3,Bachelor,Software Engineer,Amsterdam,Netherlands,11646,139754
4,PhD,Cloud Engineer,Stockholm,Sweden,13996,167956
6,Master,Cybersecurity,Dublin,Ireland,14668,176022
4,PhD,Software Engineer,Dublin,Ireland,16817,201811
7,PhD,Cloud Engineer,Vancouver,Canada,17313,207764
10,Master,Data Analyst,Birmingham,UK,13853,166243
9,PhD,Cybersecurity,Dublin,Ireland,17658,211906
7,Bachelor,Software Engineer,Dubai,UAE,13021,156256
12,Master,ML Engineer,Luxembourg,Luxembourg,23975,287711
7,Master,Cybersecurity,Dublin,Ireland,15470,185648
4,PhD,Data Analyst,Melbourne,Australia,12384,148612
12,PhD,Data Scientist,Rotterdam,Netherlands,18828,225936
8,PhD,ML Engineer,Boston,USA,22282,267388
6,Master,Cybersecurity,Luxembourg,Luxembourg,20897,250767
9,PhD,Data Scientist,San Francisco,USA,26229,314755
7,PhD,Data Scientist,Dubai,UAE,18234,218818
5,Bachelor,Cybersecurity,Paris,France,11980,143760
2,Master,Data Scientist,Frankfurt,Germany,12327,147930
12,PhD,Data Analyst,Stockholm,Sweden,19912,238953
12,PhD,Data Analyst,Dublin,Ireland,14583,175003
0,Master,Cybersecurity,Perth,Australia,12100,145200
2,PhD,Data Scientist,San Francisco,USA,23046,276559
5,Bachelor,ML Engineer,Paris,France,13862,166355
11,Bachelor,Software Engineer,Lyon,France,11619,139436
3,Master,ML Engineer,Luxembourg,Luxembourg,19952,239429
8,Master,Data Analyst,Singapore,Singapore,14340,172088
12,Master,Cybersecurity,Kuala Lumpur,Malaysia,14084,169012
7,PhD,Cybersecurity,Bangalore,India,7405,88864
12,PhD,Cloud Engineer,Singapore,Singapore,20959,251512
9,Master,Data Scientist,Vancouver,Canada,16754,201049
5,PhD,Data Analyst,Amsterdam,Netherlands,12423,149076
3,Master,Cybersecurity,Rotterdam,Netherlands,13849,166191
0,Bachelor,Cybersecurity,Luxembourg,Luxembourg,15400,184800
1,PhD,Data Scientist,Luxembourg,Luxembourg,19142,229713
3,PhD,Software Engineer,Pune,India,5410,64928
9,Master,Data Scientist,Dublin,Ireland,17460,209523
5,Bachelor,Data Analyst,Montreal,Canada,9595,115145
4,Master,Cybersecurity,London,UK,12606,151280
11,Bachelor,Data Scientist,Dublin,Ireland,16352,196225
12,Bachelor,Cybersecurity,Singapore,Singapore,17016,204192
0,Bachelor,Data Analyst,Geneva,Switzerland,12600,151200
8,Bachelor,Software Engineer,Madrid,Spain,8764,105172
1,PhD,Data Scientist,Geneva,Switzerland,20666,247992
11,Master,Cloud Engineer,Frankfurt,Germany,15987,191846
10,Bachelor,Cybersecurity,Mumbai,India,6861,82340
5,PhD,Cybersecurity,Kuala Lumpur,Malaysia,7532,90390
2,Master,Software Engineer,Edinburgh,UK,8923,107076
12,PhD,Cloud Engineer,Singapore,Singapore,27728,332743
0,PhD,Data Scientist,Tokyo,Japan,11700,140400
8,PhD,Software Engineer,Tokyo,Japan,15633,187596
9,Master,Cybersecurity,Osaka,Japan,17645,211751
9,Bachelor,Data Scientist,Amsterdam,Netherlands,15259,183117
8,Master,Data Scientist,Berlin,Germany,12405,148869
2,Bachelor,Data Scientist,Rotterdam,Netherlands,11195,134340
3,Bachelor,Data Scientist,Singapore,Singapore,15343,184119
0,Master,Software Engineer,Singapore,Singapore,13410,160930
8,PhD,Software Engineer,Munich,Germany,16968,203625
5,PhD,Software Engineer,Geneva,Switzerland,21771,261258
3,PhD,Data Scientist,Barcelona,Spain,9951,119415
4,PhD,Cloud Engineer,Singapore,Singapore,20305,243660
4,Master,Cloud Engineer,Sydney,Australia,17696,212357
2,Master,Data Analyst,Zurich,Switzerland,15516,186197
0,Master,ML Engineer,Paris,France,10844,130130
11,Master,Cybersecurity,Lyon,France,13155,157868
8,Master,Cybersecurity,Barcelona,Spain,9978,119741
5,Master,Cloud Engineer,Singapore,Singapore,18572,222871
5,Master,Data Scientist,Kuala Lumpur,Malaysia,8209,98510
7,Bachelor,Cybersecurity,Abu Dhabi,UAE,13121,157463
9,Master,Data Scientist,Dubai,UAE,18533,222406
11,PhD,Cybersecurity,San Francisco,USA,25880,310561
6,PhD,Software Engineer,New York,USA,21348,256183
6,PhD,Data Analyst,Paris,France,11409,136908
9,PhD,Software Engineer,Toronto,Canada,16644,199735
11,Bachelor,ML Engineer,Montreal,Canada,16998,203984
11,PhD,Data Scientist,Dublin,Ireland,21183,254200
2,Bachelor,Data Analyst,Munich,Germany,8635,103622
10,Bachelor,Cloud Engineer,Delhi,India,10495,125940
12,Bachelor,Data Analyst,Luxembourg,Luxembourg,15016,180192
3,Bachelor,Software Engineer,Brisbane,Australia,11142,133705
4,Bachelor,Cybersecurity,Osaka,Japan,11555,138660
12,PhD,Data Analyst,Delhi,India,10404,124848
2,PhD,Cloud Engineer,Paris,France,12591,151092
9,PhD,Data Scientist,Luxembourg,Luxembourg,21871,262454
4,PhD,ML Engineer,Hamburg,Germany,13149,157795
1,PhD,ML Engineer,Vancouver,Canada,15977,191731
5,Master,Data Scientist,Rotterdam,Netherlands,15033,180405
11,Bachelor,ML Engineer,Tokyo,Japan,17421,209063
1,PhD,Cybersecurity,Chicago,USA,16300,195600
11,Master,Data Analyst,Luxembourg,Luxembourg,20857,250288
8,Master,Cloud Engineer,Luxembourg,Luxembourg,21750,261003
9,PhD,Data Analyst,Lyon,France,11097,133164
0,Master,Cybersecurity,Singapore,Singapore,14630,175560
2,Master,Cloud Engineer,Abu Dhabi,UAE,13139,157671
8,Master,Data Scientist,Lyon,France,15095,181148
4,PhD,ML Engineer,Barcelona,Spain,9738,116865
7,PhD,Data Analyst,Edinburgh,UK,12219,146629
0,Master,Cloud Engineer,Munich,Germany,11916,143000
11,Master,ML Engineer,Zurich,Switzerland,30438,365259
11,Master,Cybersecurity,Geneva,Switzerland,26725,320701
0,Master,Cloud Engineer,Rotterdam,Netherlands,11687,140250
11,Master,ML Engineer,Geneva,Switzerland,25640,307685
6,Bachelor,Cloud Engineer,Stockholm,Sweden,14790,177486
7,PhD,Cybersecurity,Kuala Lumpur,Malaysia,9975,119709
4,Master,Software Engineer,Kuala Lumpur,Malaysia,6249,74998
2,Bachelor,Cybersecurity,Toronto,Canada,11711,140538
6,Bachelor,Cybersecurity,Vancouver,Canada,15328,183936
11,Bachelor,Software Engineer,Lyon,France,14103,169246
5,PhD,ML Engineer,Edinburgh,UK,14045,168546
8,PhD,Software Engineer,Manchester,UK,10958,131503
10,PhD,ML Engineer,Dubai,UAE,21753,261036
10,PhD,Data Analyst,Kuala Lumpur,Malaysia,8361,100332
8,PhD,Software Engineer,Madrid,Spain,10094,121137
12,Master,Cloud Engineer,Geneva,Switzerland,28836,346038
0,Master,Cybersecurity,Osaka,Japan,9900,118800
7,Master,Cybersecurity,Hyderabad,India,8032,96384
7,Master,ML Engineer,New York,USA,25676,308123
12,Master,ML Engineer,Mumbai,India,6287,75451
6,PhD,ML Engineer,Rotterdam,Netherlands,16899,202788
10,Bachelor,Software Engineer,Seattle,USA,19965,239590
4,Bachelor,Cybersecurity,Frankfurt,Germany,10826,129916
11,Bachelor,ML Engineer,Perth,Australia,19906,238876
2,Bachelor,Software Engineer,New York,USA,15934,191216
12,Bachelor,Cybersecurity,Stockholm,Sweden,18305,219660
8,Bachelor,Data Analyst,Chicago,USA,15662,187944
10,Master,Data Scientist,Luxembourg,Luxembourg,21864,262372
10,PhD,Software Engineer,Madrid,Spain,15257,183084
3,Bachelor,Data Analyst,Boston,USA,13014,156168
4,Master,ML Engineer,Stockholm,Sweden,14632,175590
0,Master,Cybersecurity,Singapore,Singapore,14630,175560
11,PhD,Cybersecurity,Barcelona,Spain,13195,158340
12,Master,Software Engineer,Geneva,Switzerland,22126,265518
0,PhD,Data Scientist,Toronto,Canada,12960,155520
4,PhD,Cloud Engineer,Bangalore,India,6341,76099
11,Bachelor,Cybersecurity,Osaka,Japan,14082,168984
6,Bachelor,ML Engineer,Austin,USA,16958,203496
8,Bachelor,Software Engineer,Manchester,UK,9602,115226
8,Master,ML Engineer,Perth,Australia,18168,218020
2,Master,Software Engineer,Stockholm,Sweden,11135,133621
8,Bachelor,ML Engineer,Osaka,Japan,15480,185760
8,Master,ML Engineer,Dublin,Ireland,17764,213175
1,Bachelor,Cloud Engineer,Amsterdam,Netherlands,12169,146037
0,PhD,ML Engineer,Kuala Lumpur,Malaysia,4290,51480
1,Master,Software Engineer,Kuala Lumpur,Malaysia,4044,48535
0,Master,Data Scientist,Toronto,Canada,11880,142560
4,Bachelor,Cybersecurity,Edinburgh,UK,9505,114064
5,Bachelor,Data Analyst,Melbourne,Australia,11082,132990
4,PhD,Data Analyst,Melbourne,Australia,14289,171475
5,PhD,Cybersecurity,Dublin,Ireland,18479,221754
10,PhD,Cloud Engineer,Singapore,Singapore,22446,269352
0,PhD,ML Engineer,Tokyo,Japan,12675,152100
4,PhD,Cloud Engineer,Delhi,India,6135,73622
9,PhD,ML Engineer,Osaka,Japan,16946,203353
2,PhD,Cloud Engineer,Sydney,Australia,17328,207938
1,PhD,ML Engineer,Luxembourg,Luxembourg,20771,249255
6,PhD,Software Engineer,Stockholm,Sweden,13078,156938
9,PhD,Cloud Engineer,New York,USA,29639,355669
7,Master,ML Engineer,Brisbane,Australia,18936,227239
2,PhD,Cybersecurity,Singapore,Singapore,17725,212707
9,Bachelor,Data Analyst,Frankfurt,Germany,10791,129501
1,PhD,Cybersecurity,Amsterdam,Netherlands,13990,167883
11,Master,Cloud Engineer,London,UK,15499,185988
11,PhD,Cloud Engineer,Abu Dhabi,UAE,22159,265912
7,Bachelor,Cloud Engineer,Zurich,Switzerland,23144,277731
3,PhD,Data Analyst,Zurich,Switzerland,17930,215168
12,PhD,Software Engineer,Tokyo,Japan,14634,175615
4,Master,Data Scientist,Austin,USA,16858,202298
9,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,8944,107337
4,Bachelor,Data Scientist,Barcelona,Spain,8358,100300
7,Bachelor,Cybersecurity,Edinburgh,UK,11123,133484
9,PhD,Software Engineer,Brisbane,Australia,18766,225195
12,Master,Data Scientist,Zurich,Switzerland,23864,286374
9,Bachelor,Cloud Engineer,Pune,India,6723,80681
4,Bachelor,Data Scientist,Toronto,Canada,12780,153364
5,PhD,Data Analyst,Hyderabad,India,6311,75738
10,Master,Cybersecurity,Dublin,Ireland,17262,207152
7,Master,Cybersecurity,Madrid,Spain,9314,111769
7,PhD,Data Scientist,Kuala Lumpur,Malaysia,8017,96206
3,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,5273,63277
12,Master,Cybersecurity,Dubai,UAE,22141,265702
8,PhD,Data Scientist,Berlin,Germany,17460,209529
5,PhD,Cybersecurity,Kuala Lumpur,Malaysia,8340,100086
0,Bachelor,Data Scientist,Hamburg,Germany,8800,105600
7,Bachelor,Software Engineer,Zurich,Switzerland,20317,243808
5,PhD,Data Scientist,Luxembourg,Luxembourg,21971,263658
9,Bachelor,Software Engineer,Seattle,USA,18365,220389
4,Bachelor,Data Scientist,Singapore,Singapore,15106,181276
4,Master,Software Engineer,Paris,France,10659,127912
8,Master,Cybersecurity,Amsterdam,Netherlands,14802,177628
5,Master,Data Analyst,Luxembourg,Luxembourg,16359,196317
8,Bachelor,Software Engineer,Dubai,UAE,12593,151126
0,Bachelor,Cloud Engineer,Madrid,Spain,5729,68750
0,PhD,Data Scientist,Melbourne,Australia,14400,172800
10,Master,Cloud Engineer,Lyon,France,14318,171820
4,PhD,Data Scientist,Montreal,Canada,14150,169800
11,Bachelor,Cybersecurity,Barcelona,Spain,12332,147988
1,PhD,ML Engineer,Abu Dhabi,UAE,13947,167364
3,Bachelor,Data Scientist,Montreal,Canada,12133,145605
2,PhD,Data Analyst,Kuala Lumpur,Malaysia,4606,55272
4,PhD,Software Engineer,Dubai,UAE,14638,175658
9,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,6160,73926
10,Master,Software Engineer,Zurich,Switzerland,22870,274450
10,Bachelor,Data Analyst,Lyon,France,13520,162240
10,Bachelor,Cloud Engineer,Geneva,Switzerland,23473,281680
9,Master,ML Engineer,Barcelona,Spain,13753,165039
8,Bachelor,Data Analyst,Lyon,France,10385,124620
3,PhD,Software Engineer,Melbourne,Australia,15414,184975
5,Master,Cybersecurity,Madrid,Spain,9253,111039
8,PhD,Data Scientist,Manchester,UK,14965,179587
6,Bachelor,Cloud Engineer,New York,USA,22089,265068
4,Master,Software Engineer,Singapore,Singapore,16684,200208
2,Bachelor,ML Engineer,Stockholm,Sweden,11640,139680
0,Bachelor,Cybersecurity,Zurich,Switzerland,18000,216000
11,Master,Cybersecurity,Luxembourg,Luxembourg,23272,279268
7,Bachelor,Cloud Engineer,Dublin,Ireland,15406,184876
11,Bachelor,Cybersecurity,Madrid,Spain,11110,133331
2,Master,Cloud Engineer,Osaka,Japan,11834,142016
1,PhD,Cloud Engineer,Luxembourg,Luxembourg,19781,237379
7,Bachelor,Data Scientist,Dublin,Ireland,14098,169184
9,Master,Cybersecurity,Dubai,UAE,15165,181985
10,PhD,Data Scientist,Osaka,Japan,15989,191868
1,PhD,ML Engineer,Dubai,UAE,14931,179175
10,Bachelor,Software Engineer,Abu Dhabi,UAE,16337,196050
9,PhD,Cloud Engineer,Hyderabad,India,10004,120048
10,Bachelor,Software Engineer,Amsterdam,Netherlands,16321,195860
10,PhD,ML Engineer,Sydney,Australia,19905,238860
9,Bachelor,Data Analyst,Toronto,Canada,14983,179802
7,Master,Cloud Engineer,Amsterdam,Netherlands,18491,221899
1,PhD,Software Engineer,Luxembourg,Luxembourg,17327,207933
7,Bachelor,Data Scientist,Zurich,Switzerland,20585,247031
4,PhD,Software Engineer,Barcelona,Spain,9300,111600
1,PhD,Cloud Engineer,Tokyo,Japan,13105,157270
1,Master,ML Engineer,Paris,France,11354,136251
7,Master,Cloud Engineer,Frankfurt,Germany,16338,196064
4,Bachelor,Data Analyst,Stockholm,Sweden,9868,118416
2,Bachelor,Cloud Engineer,Brisbane,Australia,12740,152890
8,Master,ML Engineer,Abu Dhabi,UAE,17531,210381
0,Master,Data Scientist,Osaka,Japan,9900,118800
6,PhD,Cybersecurity,Mumbai,India,4990,59882
12,Master,Data Analyst,Vancouver,Canada,17822,213866
4,PhD,Data Scientist,Lyon,France,12480,149764
1,PhD,Software Engineer,Toronto,Canada,12640,151681
11,PhD,Cloud Engineer,Vancouver,Canada,24198,290379
2,Master,Software Engineer,Luxembourg,Luxembourg,16570,198849
4,PhD,ML Engineer,Zurich,Switzerland,27196,326352
7,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,7611,91335
7,Master,Software Engineer,Pune,India,5314,63772
11,Bachelor,Software Engineer,Dubai,UAE,17127,205535
6,Master,Cloud Engineer,Zurich,Switzerland,22701,272421
6,PhD,Cybersecurity,Stockholm,Sweden,16195,194342
3,PhD,Cloud Engineer,Frankfurt,Germany,14939,179272
8,Master,Data Analyst,London,UK,10931,131177
8,Master,Cybersecurity,Birmingham,UK,12566,150796
1,PhD,Cybersecurity,San Francisco,USA,22192,266307
0,Master,Data Scientist,Dublin,Ireland,12870,154440
12,Bachelor,Software Engineer,Amsterdam,Netherlands,15504,186050
3,Bachelor,ML Engineer,Osaka,Japan,10831,129975
4,Master,Software Engineer,Singapore,Singapore,16957,203486
12,Bachelor,Data Analyst,Rotterdam,Netherlands,14780,177360
3,Master,Cybersecurity,London,UK,11532,138392
2,Master,ML Engineer,Singapore,Singapore,16658,199896
1,Bachelor,Data Scientist,Berlin,Germany,9271,111257
6,Master,Data Analyst,Boston,USA,15771,189255
5,Master,Cloud Engineer,Stockholm,Sweden,13997,167964
6,PhD,Cloud Engineer,Rotterdam,Netherlands,17402,208828
8,Master,Cybersecurity,Barcelona,Spain,12705,152468
5,Bachelor,Software Engineer,Toronto,Canada,12905,154860
9,Bachelor,Software Engineer,Luxembourg,Luxembourg,19660,235928
6,Bachelor,Cybersecurity,Stockholm,Sweden,11786,141432
8,PhD,ML Engineer,Paris,France,17938,215265
6,Bachelor,ML Engineer,Madrid,Spain,9755,117064
1,Master,Data Scientist,Dublin,Ireland,13369,160437
7,PhD,Software Engineer,Dublin,Ireland,15545,186544
1,Master,Data Analyst,Seattle,USA,13762,165151
2,Bachelor,Data Analyst,Stockholm,Sweden,7982,95786
0,PhD,Software Engineer,Luxembourg,Luxembourg,16940,203280
8,Master,Data Scientist,Montreal,Canada,17573,210883
11,Bachelor,Software Engineer,Singapore,Singapore,19015,228184
12,Bachelor,Cloud Engineer,Lyon,France,15630,187570
2,PhD,Data Analyst,Luxembourg,Luxembourg,14505,174060
9,Bachelor,Cybersecurity,Geneva,Switzerland,20522,246267
5,PhD,Cloud Engineer,Stockholm,Sweden,14486,173838
5,Master,Data Analyst,Osaka,Japan,11126,133518
0,Bachelor,Cybersecurity,Stockholm,Sweden,9600,115200
4,Bachelor,Software Engineer,Tokyo,Japan,12015,144186
11,Master,Cloud Engineer,Chicago,USA,21595,259145
9,Master,Data Scientist,Tokyo,Japan,17782,213394
10,PhD,Cybersecurity,Berlin,Germany,13739,164868
12,PhD,ML Engineer,Stockholm,Sweden,20071,240854
12,PhD,Data Analyst,Rotterdam,Netherlands,15931,191174
1,PhD,Software Engineer,Abu Dhabi,UAE,11646,139754
0,Bachelor,ML Engineer,Geneva,Switzerland,18200,218400
4,Bachelor,Data Scientist,Frankfurt,Germany,10847,130172
3,Master,Software Engineer,Munich,Germany,11746,140957
3,Master,Data Analyst,San Francisco,USA,17435,209226
7,Master,Cybersecurity,Frankfurt,Germany,15083,181005
